gene	effect	se	zscore	pvalue	n_samples	status
ENSG00000091879	372.12282784746435	127.68681820660615	2.9143402042123387	0.0037028771615070363	578	NA
ENSG00000157227	-82.04973748589647	28.156047477990278	-2.9141070865871765	0.0037056026565141153	578	NA
ENSG00000109854	94.20893502381864	32.339026560129355	2.9131654550161517	0.003716630363040159	578	NA
ENSG00000138459	721.074103937584	248.98241946022998	2.896084412308321	0.003921933943879063	578	NA
ENSG00000144057	-6095.111723674108	2113.6324976753835	-2.883714046967785	0.004077008521259386	578	NA
ENSG00000188760	221.17352730558147	76.76673452141856	2.881111573709993	0.004110335152631641	578	NA
ENSG00000011304	-971.9207427993387	337.8713965259071	-2.8765996553508617	0.004168701530963696	578	NA
ENSG00000197183	80.86373056090828	28.184415408436784	2.8690937665041067	0.00426747033034242	578	NA
ENSG00000138835	1408.0338319621017	491.47889899108907	2.8648917275035046	0.004323688758960415	578	NA
ENSG00000173372	38.68795429567307	13.508351865831886	2.864002557819851	0.004335670782737716	578	NA
ENSG00000157103	524.7430367148828	183.66592342500047	2.8570516889005835	0.004430382536543345	578	NA
ENSG00000110244	6838.077873454848	2393.4221374449226	2.8570295922618896	0.004430686597293938	578	NA
ENSG00000135698	222.6304658500075	78.11800859518706	2.8499250026161573	0.004529438177045942	578	NA
ENSG00000120436	247.20645463238162	86.9389436385383	2.8434490262520273	0.00462118933464347	578	NA
ENSG00000099337	250.45606367993523	88.08209190323811	2.8434390949192236	0.004621331327623381	578	NA
ENSG00000197756	-769.412735112497	272.3464263686307	-2.825125137023348	0.004890015797577982	578	NA
ENSG00000110148	-3039.6425910221815	1076.6401320531083	-2.8232670328066893	0.004918052916806842	578	NA
ENSG00000175581	-366.5654685074217	129.89545730106767	-2.822003756896653	0.004937197775558077	578	NA
ENSG00000140057	-2488.270149814969	882.1392168478743	-2.820722741140839	0.0049566804669563275	578	NA
ENSG00000289692	35.753282739847435	12.676590950896191	2.820417798313497	0.004961328536737186	578	NA
ENSG00000175485	999.2591294025983	355.7437212716286	2.808929770652544	0.005139338992517744	578	NA
ENSG00000180878	90.25427801251712	32.13341162443268	2.808736248344454	0.00514238662704663	578	NA
ENSG00000051009	103.12326484679005	36.74749225457176	2.8062667278733957	0.005181421246934014	578	NA
ENSG00000082074	464.10150222521196	165.39089302042652	2.806088616789156	0.005184246922175092	578	NA
ENSG00000206560	-320.780379169572	114.3604012056165	-2.804995223764725	0.005201623863241754	578	NA
ENSG00000125912	1108.4023312608708	395.275408486948	2.804126711306581	0.005215464433528724	578	NA
ENSG00000100347	734.1641583912037	261.83313964342216	2.8039390254076557	0.005218459766422691	578	NA
ENSG00000132874	-6368.804689280154	2284.9013559966543	-2.7873433890550325	0.005489556917030898	578	NA
ENSG00000198515	648.4045942076887	232.65495813028573	2.786979479906828	0.005495641784537674	578	NA
ENSG00000133678	175.77604229575448	63.1737867569353	2.7824205468648366	0.005572389852765897	578	NA
ENSG00000133247	-127.096077859146	45.71082566347116	-2.7804371505963004	0.005606081309000357	578	NA
ENSG00000152582	-3961.1604521323648	1425.7483850012457	-2.778302605006215	0.005642546069416698	578	NA
ENSG00000196860	485.08914898296456	175.2439150194091	2.7680798441945256	0.005820174351001404	578	NA
ENSG00000136244	40.98798579650212	14.832625297937772	2.763366900544627	0.005903755007848406	578	NA
ENSG00000273079	-1162.2992759949213	421.1115269129426	-2.760074711123275	0.0059627814381291696	578	NA
ENSG00000124356	-104.88921648665176	38.08237113339977	-2.754272209554192	0.0060681151697902285	578	NA
ENSG00000151364	2702.778379411104	983.1479255290445	2.7491065273384008	0.006163299459142784	578	NA
ENSG00000178301	-3304.7058792928447	1202.1017906833765	-2.749106527338396	0.0061632994591428744	578	NA
ENSG00000104343	-53.51841232548628	19.548168864207174	-2.737771128193948	0.006376909001252159	578	NA
ENSG00000183255	358.28737632222004	130.92421885241717	2.7366012145246814	0.006399331356316274	578	NA
ENSG00000015532	480.3949704128608	175.61039476237656	2.735572521563413	0.006419105839459599	578	NA
ENSG00000131459	-776.4597536501203	284.6112297368458	-2.728141663166426	0.006563593598781351	578	NA
ENSG00000133121	-822.1772786666704	301.4638664936765	-2.7272830015398095	0.006580477285442888	578	NA
ENSG00000136235	1137.7252540638501	417.48564622996844	2.7251841215090393	0.006621912087127981	578	NA
ENSG00000107874	-1074.902986198303	394.8547470248225	-2.722274442177922	0.006679742231280571	578	NA
ENSG00000107872	1465.2772419583325	538.4060497313068	2.721509616560928	0.0066950185722864704	578	NA
ENSG00000106278	14170.22273436832	5208.087930481293	2.7208109623945638	0.006709000741014065	578	NA
ENSG00000197646	321.3060958955516	118.17369686701674	2.7189307300517465	0.006746760648152711	578	NA
ENSG00000145833	247.72345432651935	91.2428346442312	2.7149907748090945	0.006826506857714343	578	NA
ENSG00000120458	1496.0408016465528	553.0668577530495	2.7049908716724294	0.0070327351093486985	578	NA
ENSG00000019102	-144.39805068741975	53.38208427969556	-2.704990871672335	0.00703273510935066	578	NA
ENSG00000110435	208.84642693780415	77.22191969765672	2.70449669932437	0.00704307038515307	578	NA
ENSG00000068489	544.9342995627246	201.75703701811636	2.700943211778994	0.00711779273462329	578	NA
ENSG00000111325	401.7098429880977	148.74775194263856	2.700611187340893	0.007124810830455518	578	NA
ENSG00000112763	-358.91118111722835	133.19290384583167	-2.6946719438796936	0.007251406960751366	578	NA
ENSG00000172742	711.4838690546057	264.20130089301125	2.692961263437239	0.007288243982460675	578	NA
ENSG00000100796	-1049.578133827768	389.96054994182424	-2.6914982399741407	0.007319881533201764	578	NA
ENSG00000128655	-32928.00919973376	12245.74295518972	-2.68893519325252	0.007375604752053128	578	NA
ENSG00000196937	276.556040128753	103.13844665071952	2.681405907394706	0.007541512346470526	578	NA
ENSG00000110723	147.450189987287	55.06974629160682	2.67751714719194	0.007628508276770061	578	NA
ENSG00000113924	437.3895363652983	163.49791857285783	2.675199416501373	0.007680786468910918	578	NA
ENSG00000198026	4295.517607613343	1606.0879563049555	2.674522021506108	0.007696126308858381	578	NA
ENSG00000214087	-520.365768663501	194.90892640872826	-2.669789312636624	0.007804070362704166	578	NA
ENSG00000225180	14484.938778433087	5439.4396635887015	2.6629468611251337	0.007962538537564328	578	NA
ENSG00000100567	-5690.407977304608	2138.174977562139	-2.6613387758342313	0.008000197852352502	578	NA
ENSG00000166801	-2750.172812117603	1033.4745154715313	-2.661093980496281	0.008005944650589061	578	NA
ENSG00000171017	-7195.822730858235	2708.5403362514203	-2.656716104445078	0.008109347063663511	578	NA
ENSG00000087152	1249.7938108949968	470.92571471527697	2.653908614123197	0.008176287264370091	578	NA
ENSG00000127561	1138.7519228229567	429.19096135004634	2.6532523407318345	0.00819200639659261	578	NA
ENSG00000149599	204.81515076909866	77.28526039285968	2.6501191783268077	0.008267426625196118	578	NA
ENSG00000184361	432.45470023561666	163.539660122017	2.6443414393362565	0.008408141198285042	578	NA
ENSG00000159189	35.99540774065584	13.613722116962101	2.6440533625853244	0.008415213077258937	578	NA
ENSG00000178531	1268.8848462228127	480.0825164574486	2.6430557304731144	0.00843974477929515	578	NA
ENSG00000111785	-297.7647546481052	112.7599411406967	-2.64069625822674	0.008498019385572854	578	NA
ENSG00000183628	7237.760315771324	2743.276221874732	2.638363668251059	0.008555984383655797	578	NA
ENSG00000153822	-111360.53042322122	42253.0032831481	-2.635564853862956	0.008626002663069064	578	NA
ENSG00000166974	418.53288707427487	159.1310145721314	2.6301151174057336	0.0087638145033907	578	NA
ENSG00000127824	-399.7843978147801	152.28089143216343	-2.6253090197654383	0.008886983423773353	578	NA
ENSG00000154493	-4499.2971440330375	1715.4988842084963	-2.622733937894073	0.00895361253757564	578	NA
ENSG00000113805	1041.6995158313707	397.9544314742825	2.6176351698666527	0.009086862034488838	578	NA
ENSG00000175324	-359.3538805577106	137.34368306339948	-2.6164572883328647	0.009117895663652502	578	NA
ENSG00000248167	-168.1094769510134	64.26901312340034	-2.6157158602736463	0.009137478674235915	578	NA
ENSG00000154262	1176.7658604335136	449.9384722034112	2.615392843983151	0.009146022126218196	578	NA
ENSG00000088320	5768.590168627442	2207.560105626381	2.6131067298802457	0.00920669213611657	578	NA
ENSG00000196139	-207.25602200059473	79.40910187514257	-2.6099781650530427	0.009290303108343483	578	NA
ENSG00000179921	-18.066188182111368	6.9245949825728825	-2.608988428576475	0.009316894925244923	578	NA
ENSG00000197879	-201.1652453008822	77.17239862718985	-2.606699401332414	0.009378656539452721	578	NA
ENSG00000156411	483.3587107515324	185.48641290725678	2.6058982066422933	0.009400360415236404	578	NA
ENSG00000256061	17180.01966487908	6592.840298142286	2.605860128254589	0.009401393052866875	578	NA
ENSG00000184845	-2169.1978398643623	833.8410332305759	-2.6014524992373818	0.009521610094922963	578	NA
ENSG00000248099	385.01632536544184	148.29591731014682	2.5962705673158673	0.009664702499727259	578	NA
ENSG00000125798	-45243.108293964186	17438.75121502949	-2.5944006962477717	0.009716806591355072	578	NA
ENSG00000196345	162.17459988493505	62.515107864416315	2.5941665211017746	0.009723349554725084	578	NA
ENSG00000099194	881.95748328892	340.07291088719893	2.593436451577475	0.00974377331792597	578	NA
ENSG00000149089	75.54937900096198	29.22638833229885	2.584971435470539	0.009983397263591853	578	NA
ENSG00000135269	200.056763333128	77.4839510298637	2.5819122627861675	0.010071281106028673	578	NA
ENSG00000168010	1534.0255966130292	594.2617952295362	2.5813969683521467	0.010086152257934812	578	NA
ENSG00000162398	11351.997259674261	4404.7283602586085	2.5772298155992908	0.010207136442387939	578	NA
ENSG00000288841	-499.5110570558185	194.0591683535615	-2.5740142106851978	0.010301378159017702	578	NA
ENSG00000204060	824.724338906046	320.4147814836649	2.5739272548139023	0.010303937375553306	578	NA
ENSG00000196408	2117.215261387031	823.3166564879427	2.571568599642484	0.010373572209646416	578	NA
ENSG00000137628	481.4464262740455	187.68944231446363	2.565122578751168	0.010566025231369945	578	NA
ENSG00000100593	162.97786109334464	63.649262751485274	2.5605616475037882	0.010704113828832455	578	NA
ENSG00000103241	3286.3441182107513	1284.946452217847	2.5575728175586194	0.010795475222192555	578	NA
ENSG00000170579	5347.354454482523	2093.6600517873644	2.5540700601883617	0.010903430195282041	578	NA
ENSG00000107815	1016.0869247237191	397.8953981542974	2.5536533708029894	0.010916336372704843	578	NA
ENSG00000176732	68.88804924173277	26.979132296020953	2.553382684286433	0.010924727674916283	578	NA
ENSG00000275074	-468.6552735495992	183.54291722231517	-2.5533825038965876	0.010924733268930745	578	NA
ENSG00000162761	-20348.596189895416	7983.055899096879	-2.5489732812966333	0.011062231172727498	578	NA
ENSG00000132294	-318.5602026821113	125.28013065105121	-2.5427831295084804	0.011257866645448643	578	NA
ENSG00000164109	-350.866750319845	138.1410204050246	-2.5399171751527247	0.011349481880314927	578	NA
ENSG00000138738	2707.2259248107353	1065.871734438725	2.5399171751527185	0.011349481880315147	578	NA
ENSG00000182628	249.66496218395628	98.31183811483066	2.5395208448075337	0.011362203365731113	578	NA
ENSG00000161813	554.957525287069	218.56011107161646	2.539152833360447	0.011374027228444486	578	NA
ENSG00000108551	74.49463668765183	29.344749645053835	2.5386018824055014	0.011391749237247149	578	NA
ENSG00000100234	586.4819433781583	231.10388811411013	2.53774156793319	0.011419471453328972	578	NA
ENSG00000184661	3255.3778279234803	1286.2892478166825	2.5308287645637115	0.011644413405514994	578	NA
ENSG00000072195	-3730.883672303509	1475.0167820178053	-2.529383880771651	0.01169192478185613	578	NA
ENSG00000157657	312.50521900626546	123.6096900822871	2.5281611724633435	0.011732265081653183	578	NA
ENSG00000124253	-1362.1455789380268	539.3112743718588	-2.5257131524360052	0.01181340376042498	578	NA
ENSG00000128591	-878.9075185953462	348.6691242433462	-2.520749494245242	0.011979455347907708	578	NA
ENSG00000137574	-7152.563238804797	2839.0427635008195	-2.519357344933044	0.012026398583767346	578	NA
ENSG00000130656	-1170.248354325444	465.9156196824313	-2.5117173687439087	0.012286940403792817	578	NA
ENSG00000186522	74.88587280666295	29.848758184896887	2.5088438300443032	0.01238622509560749	578	NA
ENSG00000070031	504.83774883895666	201.29534454479256	2.507945476735153	0.012417410278991802	578	NA
ENSG00000013306	-92.38117341358654	36.84192945216336	-2.5075009584809327	0.012432866929260739	578	NA
ENSG00000266094	68.32791267788242	27.255757978850728	2.506916620367039	0.01245321134034946	578	NA
ENSG00000100365	-50.19043925566749	20.035720962151156	-2.505047826852882	0.01251847413223204	578	NA
ENSG00000146576	-3732.959590186031	1491.6030592879622	-2.502649459547242	0.012602675718199419	578	NA
ENSG00000052723	-544.3399916812973	217.56849936871208	-2.5019246502169756	0.012628220962701187	578	NA
ENSG00000181786	35885.50122786208	14351.465887596794	2.5004763631062943	0.012679402221941572	578	NA
ENSG00000120549	-13.181571582333625	5.27489862079922	-2.4989241556904904	0.012734460237517276	578	NA
ENSG00000135299	293.0159814200411	117.27253386018418	2.4985900088880446	0.012746340400444898	578	NA
ENSG00000066468	575.7397467130653	230.42677403299564	2.498580076595713	0.012746693680873982	578	NA
ENSG00000010282	10520.030035505732	4213.13697339741	2.496958941029287	0.012804472213720655	578	NA
ENSG00000081923	-130.7784231617748	52.40062419455866	-2.49574170483555	0.01284800807459656	578	NA
ENSG00000158161	-172.59606946564332	69.43541165130341	-2.485706721699884	0.013211953447693426	578	NA
ENSG00000091073	11732.328973512265	4721.41188208437	2.4849196101766013	0.01324088296828556	578	NA
ENSG00000172005	-143.15064604144018	57.623617298080454	-2.484235678939385	0.01326606577367929	578	NA
ENSG00000124104	-150.16788137338762	60.49027163815805	-2.4825129282219947	0.013329686840518678	578	NA
ENSG00000111490	-876.4920720813261	353.1646197261884	-2.4818229888398164	0.013355241989763834	578	NA
ENSG00000092020	5335.444417617465	2152.354760768973	2.4788870844466495	0.013464473122954039	578	NA
ENSG00000139350	402.3385876181691	162.40667418461206	2.477352545011912	0.013521880464699635	578	NA
ENSG00000050748	-2478.2677486076454	1000.8364614198327	-2.4761965057626503	0.013565271153840291	578	NA
ENSG00000125885	-2674.511209226077	1081.051656415489	-2.4739902051435005	0.013648424701416625	578	NA
ENSG00000148498	-1459.2372730419745	590.0283141776596	-2.473164826124926	0.013679648354344797	578	NA
ENSG00000171533	-8661.393541203384	3502.45784826427	-2.472947260591802	0.013687889271300003	578	NA
ENSG00000109066	85.43321662035156	34.565214652077614	2.4716530037581124	0.013737003878671663	578	NA
ENSG00000163794	-3124.6517852154902	1264.6761727075027	-2.4707129403142214	0.01377277528437379	578	NA
ENSG00000235106	-535.6570242708709	217.085285792412	-2.4674957693037447	0.013895820344659724	578	NA
ENSG00000144036	-51.452384627317784	20.854202531773257	-2.467242971718791	0.0139055300389255	578	NA
ENSG00000178980	111.57089102489802	45.248501838407975	2.4657366872242843	0.013963509466609292	578	NA
ENSG00000123358	477.76641142083685	193.87017499357208	2.4643626150163507	0.014016586326792395	578	NA
ENSG00000139163	4749.510396955635	1927.2805102523778	2.4643586502795514	0.014016739732302731	578	NA
ENSG00000076944	204.96082493676687	83.21626813929117	2.4629898638772665	0.014069790362449725	578	NA
ENSG00000126698	680.3930355115134	276.4191263087254	2.4614542582397134	0.014129517873900866	578	NA
ENSG00000138101	-248.3040358813101	100.89881108566976	-2.4609213251331927	0.014150298726657443	578	NA
ENSG00000108107	-303.33966492302125	123.27972939125787	-2.460580230187721	0.014163613352003522	578	NA
ENSG00000176383	-1358.520355142021	552.2972440938703	-2.45976305272152	0.01419555693074602	578	NA
ENSG00000132718	163.79385403887	66.65135882961684	2.4574720893175166	0.014285451045162417	578	NA
ENSG00000168040	-1726.1392050502466	703.5671192827828	-2.453410851277239	0.014446046172670137	578	NA
ENSG00000206047	-839.9307724087383	342.3736220530891	-2.4532578397014975	0.014452127850130567	578	NA
ENSG00000115966	-260.0527744748707	106.04329093487262	-2.452326518559145	0.014489193468706621	578	NA
ENSG00000185055	1497.6759562798575	611.5508117105255	2.448980407843486	0.014623059581359437	578	NA
ENSG00000111452	350.5434841572522	143.2948807568739	2.4463084955003636	0.014730737150194502	578	NA
ENSG00000170734	-3082.063050657452	1262.467744460734	-2.4413004325698338	0.014934449889043386	578	NA
ENSG00000109111	1590.3269483408912	651.4460815785789	2.4412257488558744	0.014937506533501427	578	NA
ENSG00000168938	254.6608689292791	104.33046891084625	2.440906013246188	0.014950598875195975	578	NA
ENSG00000134716	-335.6239660156169	137.59284220972125	-2.439254547151903	0.015018383623198574	578	NA
ENSG00000236444	-790.4826512730991	324.24511361842093	-2.437916927881162	0.015073485271626998	578	NA
ENSG00000091428	-364.55115999601236	149.59022950956802	-2.436998467020168	0.015111423486228608	578	NA
ENSG00000101751	-1378.1538037225791	565.5940971394903	-2.4366481381128886	0.015125916473569362	578	NA
ENSG00000214114	20.848877621769287	8.572718833466633	2.432002965077816	0.015319249184249246	578	NA
ENSG00000197837	-812.7554100393592	334.20388919574606	-2.431914876859262	0.015322936404247794	578	NA
ENSG00000129315	-689.1994447147003	283.5780336834131	-2.4303696438071913	0.015387744691125938	578	NA
ENSG00000143418	1803.2458084929249	742.0666732989305	2.4300320623164735	0.01540193527853597	578	NA
ENSG00000120055	-146.24331374077903	60.35148893026338	-2.4231931362913737	0.015691914047160138	578	NA
ENSG00000146574	1270.9021076937152	524.637777429694	2.4224372745708864	0.01572425716584254	578	NA
ENSG00000180089	-491.11958755677244	202.75137122794234	-2.4222750484120446	0.015731206437775945	578	NA
ENSG00000131044	108.1233546288292	44.66927484939634	2.4205307785579686	0.01580609691685421	578	NA
ENSG00000164078	-1276.2142592430348	528.1539705077811	-2.4163678217093567	0.015986105951474514	578	NA
ENSG00000166402	396.8229961345378	164.29458139613695	2.415313960828341	0.016031961265219562	578	NA
ENSG00000133116	684.2723555331377	283.39770492985804	2.4145303353903222	0.016066133281956385	578	NA
ENSG00000123992	1011.1071232458917	418.94598068200185	2.4134546453934496	0.016113146068706907	578	NA
ENSG00000100156	177.05450332487555	73.39329386302747	2.412407101598534	0.016159045209770056	578	NA
ENSG00000171174	-626.5244598046997	260.1124540649237	-2.40866767436026	0.01632383289484976	578	NA
ENSG00000169905	419.54316435459276	174.40071877051378	2.4056274957596426	0.016458895559448516	578	NA
ENSG00000156711	-55.03867427062842	22.899016339013368	-2.4035388007850047	0.016552257147228376	578	NA
ENSG00000162494	5107.417167464628	2128.447116157797	2.3995978705284298	0.016729681597716442	578	NA
ENSG00000165028	146.83395388665448	61.20866802245702	2.3989078447644405	0.01676091885094908	578	NA
ENSG00000171680	721.6246544976558	302.8156523220144	2.383049386529992	0.017493113066970167	578	NA
ENSG00000180776	386.21009612649164	162.17126951545643	2.381495176552726	0.017566362674816653	578	NA
ENSG00000204531	-120.7242410148079	50.729581860822606	-2.379760222467765	0.01764844901566166	578	NA
ENSG00000137857	-2012.175695473812	845.5701831737008	-2.3796672771992267	0.017652856056908188	578	NA
ENSG00000119906	-129.3996841479647	54.38505548498258	-2.379324301391878	0.01766912677686875	578	NA
ENSG00000154945	955.5537877574619	402.4785782702024	2.374173035157053	0.01791509216861301	578	NA
ENSG00000174238	3299.030143381701	1390.3185164406862	2.3728592436698976	0.017978303095877946	578	NA
ENSG00000064763	-161.6901660648965	68.14744324628562	-2.372651978747705	0.017988293176081	578	NA
ENSG00000064652	-145.38834658465197	61.317107888730426	-2.3710894331233314	0.018063764248383435	578	NA
ENSG00000188886	-550.7735087346275	232.72119426132497	-2.366666733912333	0.018278890241748978	578	NA
ENSG00000172216	419.5116483019288	177.33686808284236	2.365620036246243	0.018330130907614282	578	NA
ENSG00000116096	27.782237753733664	11.757687073038323	2.3628999123000485	0.01846388345594646	578	NA
ENSG00000230989	168.01517716308447	71.16936818897251	2.3607793835820217	0.018568746291287193	578	NA
ENSG00000197943	-48.31338755393452	20.48827608225419	-2.358099205612565	0.01870203176294638	578	NA
ENSG00000017260	-1283.921957780024	544.5929707792546	-2.357580847844709	0.018727906358733833	578	NA
ENSG00000166527	1132.615475962306	480.58333771873043	2.3567514457298735	0.018769372505495957	578	NA
ENSG00000170542	-667.0243537528664	283.4026705944981	-2.3536276223284673	0.01892627235994516	578	NA
ENSG00000138468	139.2922524151784	59.22166181801484	2.3520490330584853	0.01900599645029334	578	NA
ENSG00000188283	70.08952993959895	29.859907999347474	2.347278830903652	0.01924869942093782	578	NA
ENSG00000205143	985.48318258396	420.0241461114224	2.3462536421002205	0.01930121311727775	578	NA
ENSG00000130517	-108.19340962993098	46.120503517232194	-2.3458852653138584	0.019320113276403546	578	NA
ENSG00000261873	2133.8780991840495	909.8556715204302	2.3452929579679327	0.019350536548086564	578	NA
ENSG00000127080	-3204.809250749949	1368.313315105636	-2.342160392192436	0.019512136621696402	578	NA
ENSG00000110881	-1528.345505973844	652.7862578467723	-2.3412648284219713	0.01955855291991165	578	NA
ENSG00000076826	-572.3754823452385	244.53028792382244	-2.340714057162311	0.019587146918425308	578	NA
ENSG00000181751	238.67252803875706	102.01889234889452	2.339493426595151	0.019650648029788755	578	NA
ENSG00000172663	-97.61236761528548	41.72899805209877	-2.339197492674427	0.019666070583969453	578	NA
ENSG00000100591	340.9165250815846	145.93069132916628	2.3361537040388685	0.01982531333119179	578	NA
ENSG00000179774	-235.32999029292108	100.77447942097547	-2.3352141499025088	0.01987469570577112	578	NA
ENSG00000119414	2497.6421327923103	1070.6715580043096	2.3327808739477667	0.020003087974362805	578	NA
ENSG00000103269	1008.5675080386897	432.5840033396889	2.3314951552813357	0.02007122180933293	578	NA
ENSG00000127580	2135.9870936809602	916.144770381605	2.3314951552812446	0.020071221809337757	578	NA
ENSG00000247315	-741.7223630413362	318.28972669371467	-2.3303371137551174	0.020132763410613323	578	NA
ENSG00000259171	-17.121317185518365	7.3567902235169615	-2.3272808745841074	0.020295974060002577	578	NA
ENSG00000116985	-8.221916500682866	3.534043062262136	-2.326490185838321	0.02033838674932729	578	NA
ENSG00000162601	-337.0215848416091	145.0465693019204	-2.3235405460716883	0.02049729069517471	578	NA
ENSG00000122507	-154.45443529485064	66.5270211636492	-2.3216797113898973	0.02059809570607043	578	NA
ENSG00000143322	-426.4610641566399	184.10524784796846	-2.3163981969096583	0.020886569935043287	578	NA
ENSG00000115042	826.4398425252745	356.7865378705945	2.3163425600576386	0.020889627493813595	578	NA
